"","...1","Date","Competition","...4","VT","UB","BB","FX","AA","Full_Name","Nation","Birthdate","comp_year","Comp_Year","Age"
"17247",17247,"Mar 4-5","Austrian Team Open","AA",14.7,13.25,13.35,11.75,53.05,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2017,30
"17248",17248,"Oct 23-Nov 1","World Championships","QF",14.2,12.633,12.233,11.366,50.432,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17249",17249,"3-Oct","Barborka Cup","AA",14.533,13.2,11.333,12.3,51.366,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17250",17250,"19-Sep","Austria-Hungary-Poland Friendly","AA",12.85,13.25,12.3,12.1,50.5,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17251",17251,"Jun 12-20","European Games","EF",13.966,NA,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17252",17252,"Jun 12-20","European Games","AA",13.833,13.233,12.566,11.9,51.532,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17253",17253,"Jun 12-20","European Games","QF",14.4,13.233,12.566,12.166,52.365,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17254",17254,"May 22-24","Polish International","EF",13.675,13.45,13.1,12.433,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17255",17255,"May 22-24","Polish International","AA",13.75,12.95,12.7,13.1,52.5,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2016,30
"17256",17256,"Oct 3-12","World Championships","QF",NA,13.533,12.033,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2015,30
"17257",17257,"May 12-18","European Championships","QF",14.366,12.566,11.633,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2015,30
"17258",17258,"13-Apr","International Women","AA",14.25,14,11.8,12.6,52.65,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2015,30
"17259",17259,"Mar 13-16","Cottbus World Cup","QF",13.25,12.3,NA,NA,NA,"Gabriela Weronika Sasnal (formerly Janik)","Poland",1993-03-10,NA,2015,30
"17260",17260,"Feb 24-27","Cottbus World Cup","QF",NA,NA,11.133,NA,NA,"Kaja Skalska","Poland",2004-06-13,NA,2023,19
"17261",17261,"Sep 24-26","Hungarian Grand Prix","EF",NA,11.7,9.75,11.5,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17262",17262,"Sep 24-26","Hungarian Grand Prix","QF",NA,11.15,12,11.65,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17263",17263,"Sep 11-12","Gym Festival Trnava","EF",11.75,12,12.55,11.6,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17264",17264,"Sep 11-12","Gym Festival Trnava","AA",12.4,12.1,12.25,11.15,47.9,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17265",17265,"Sep 2-5","Koper Challenge Cup","QF",NA,10.35,10.8,NA,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17266",17266,"Jun 3-5","Polish Championships","EF",NA,11.65,11.625,NA,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17267",17267,"Jun 3-5","Polish Championships","AA",12.466,9.666,10.866,10.8,43.798,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17268",17268,"Mar 27-28","Polish Senior Cup","AA",NA,9.9,10.65,NA,NA,"Kaja Skalska","Poland",2004-06-13,NA,2022,19
"17269",17269,"Nov 7-8","Polish Championships","EF",12.95,11.5,13.3,11.8,NA,"Kaja Skalska","Poland",2004-06-13,NA,2021,19
"17270",17270,"Nov 7-8","Polish Championships","AA",13.1,11.4,11.867,11.933,48.3,"Kaja Skalska","Poland",2004-06-13,NA,2021,19
"17271",17271,"Oct 2-4","Szombathely Challenge Cup","QF",12.65,10.4,10.1,10.5,NA,"Kaja Skalska","Poland",2004-06-13,NA,2021,19
"17272",17272,"Nov 28-30","Olympic Hopes Cup","AA",12.9,10.633,11.4,11.9,46.833,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17273",17273,"Jul 20-28","European Youth Olympic Festival","AA",13.05,10.9,9.75,11.05,44.75,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17274",17274,"Jun 8-9","FIT Challenge","AA",13.033,9.6,11.366,12.266,46.265,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17275",17275,"Jun 1-2","Gym Festival Trnava","AA",12.5,10.85,9.5,11.65,44.5,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17276",17276,"Apr 26-28","Polish Championships","EF",12.35,10.95,11.8,NA,NA,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17277",17277,"Apr 26-28","Polish Championships","AA",12,10.1,11.8,9.7,43.6,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17278",17278,"Mar 15-17","Polish Women’s Cup","EF",NA,8.5,12.833,11.6,NA,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17279",17279,"Mar 15-17","Polish Women’s Cup","AA",12.5,10.6,11.233,11.3,45.633,"Kaja Skalska","Poland",2004-06-13,NA,2020,19
"17280",17280,"Dec 7-9","Barborka Cup","AA",12.85,11.867,11.867,11,47.584,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17281",17281,"Nov 29-Dec 1","Olympic Hopes Cup","EF",NA,NA,11.1,12.2,NA,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17282",17282,"Nov 29-Dec 1","Olympic Hopes Cup","AA",11.55,11.3,12.05,12.7,47.6,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17283",17283,"Nov 23-24","Zifcakovcov Memorial","AA",10.233,11.2,11.166,11.2,43.799,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17284",17284,"Aug 2-12","European Championships","AA",12.233,10.366,10.833,10.933,44.365,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17285",17285,"Jun 28-Jul 1","Polish Championships","EF",11.6,11.467,10.05,12.1,NA,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17286",17286,"Jun 28-Jul 1","Polish Championships","AA",12.733,10.933,10.7,11.55,45.916,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17287",17287,"Jun 9-10","Gym Festival Trnava","AA",12.45,10.15,11.85,11.55,46,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17288",17288,"May 18-19","Polish Cup","AA",12.4,11.1,12.866,12.866,49.232,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17289",17289,"May 18-19","Polish Cup","QF",12.3,11.3,12.933,12.166,48.699,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17290",17290,"May 5-6","International GymSport","EF",12.125,10.45,10.4,11.325,NA,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17291",17291,"May 5-6","International GymSport","AA",12.5,10.8,11.4,11.5,46.2,"Kaja Skalska","Poland",2004-06-13,NA,2019,19
"17292",17292,"Nov 24-26","Baborka Cup","AA",12.333,9.867,11.733,11.8,45.733,"Kaja Skalska","Poland",2004-06-13,NA,2018,19
"17293",17293,"Nov 2-4","Olympic Hopes Cup","AA",12.05,9.25,11.6,10.3,43.2,"Kaja Skalska","Poland",2004-06-13,NA,2018,19
"17294",17294,"Aug 11-21","European Championships","AA",12.466,11.033,10.566,9.9,43.965,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17295",17295,"Jun 16-19","Koper Challenge Cup","QF",12.425,NA,10.2,11.45,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17296",17296,"Jun 10-12","Polish Championships","EF",12.68,10.75,10.52,12.2,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17297",17297,"Jun 10-12","Polish Championships","AA",13.466,10.75,11.4,12.1,47.716,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17298",17298,"Jun 2-5","Salamunov Memorial","EF",NA,NA,NA,11.7,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17299",17299,"Jun 2-5","Salamunov Memorial","AA",12.75,10.35,9.4,11.95,44.45,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17300",17300,"May 26-29","Varna Challenge Cup","QF",NA,NA,11.05,10.9,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2023,18
"17301",17301,"Sep 24-26","Hungarian Grand Prix","EF",NA,NA,NA,11.4,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17302",17302,"Sep 24-26","Hungarian Grand Prix","QF",NA,NA,10.75,11.35,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17303",17303,"Sep 10-12","Mersin Challenge Cup","QF",11,NA,10.1,11.65,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17304",17304,"Sep 2-5","Koper Challenge Cup","QF",NA,NA,10.55,11.85,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17305",17305,"Jun 3-5","Polish Championships","EF",12.55,10.025,12.15,NA,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17306",17306,"Jun 3-5","Polish Championships","AA",12.733,11.1,12.566,10.933,47.332,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17307",17307,"Apr 21-25","European Championships","QF",12.5,10.633,12.433,11.966,47.532,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17308",17308,"Mar 27-28","Polish Senior Cup","AA",12.8,8.75,11.55,11.3,44.4,"Brygida Urbanska","Poland",2005-07-05,NA,2022,18
"17309",17309,"Nov 7-8","Polish Championships","EF",12.625,11.2,12.2,12.233,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2021,18
"17310",17310,"Nov 7-8","Polish Championships","AA",13,10.367,11.267,12.767,47.401,"Brygida Urbanska","Poland",2005-07-05,NA,2021,18
"17311",17311,"Nov 28-30","Olympic Hopes Cup","AA",12.1,10.233,10.567,10.7,43.6,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17312",17312,"Jun 8-9","FIT Challenge","AA",11.933,10.166,9.7,11.033,42.832,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17313",17313,"Jun 1-2","Gym Festival Trnava","AA",11.5,9.85,11.7,10.4,43.45,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17314",17314,"Apr 26-28","Polish Championships","EF",12.35,9.85,11.15,12.3,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17315",17315,"Apr 26-28","Polish Championships","AA",12.15,9.85,11.55,11.85,45.4,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17316",17316,"Mar 15-17","Polish Cup","EF",12.583,10,11.666,12.05,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17317",17317,"Mar 15-17","Polish Cup","AA",11.966,8.766,12.5,11.833,45.065,"Brygida Urbanska","Poland",2005-07-05,NA,2020,18
"17318",17318,"Dec 7-9","Barborka Cup","AA",12.4,10.133,11.333,11.933,45.799,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17319",17319,"Nov 29-Dec 1","Olympic Hopes Cup","AA",12.3,7.35,11.75,11.7,43.1,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17320",17320,"Nov 23-24","Zifcakovcov Memorial","EF",NA,NA,NA,11.866,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17321",17321,"Nov 23-24","Zifcakovcov Memorial","AA",10,10.1,9.366,12.133,41.599,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17322",17322,"Jun 28-Jul 1","Polish Championships","EF",11.867,9.433,11.05,11.55,NA,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17323",17323,"Jun 28-Jul 1","Polish Championships","AA",12.1,9.3,11.15,11.8,44.35,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17324",17324,"Jun 9-10","Gym Festival Trnava","AA",12.2,9,10.2,11.3,42.7,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17325",17325,"May 18-19","Polish Cup","AA",12,9.35,11,11.3,43.65,"Brygida Urbanska","Poland",2005-07-05,NA,2019,18
"17326",17326,"Nov 24-26","Barborka Cup","AA",11.8,8.533,11.933,11,43.266,"Brygida Urbanska","Poland",2005-07-05,NA,2018,18
"17327",17327,"Aug 11-21","European Championships","AA",12.166,9.9,9.1,11.766,42.932,"Maria Calisto","Portugal",2007-01-17,NA,2023,16
"17328",17328,"Jun 2-4","COMEGYM Championships","AA",12.35,10.15,8.4,11.25,42.15,"Maria Calisto","Portugal",2007-01-17,NA,2023,16
"17329",17329,"21-May","Portuguese Championships","AA",12.35,9.65,10.25,11.5,43.75,"Maria Calisto","Portugal",2007-01-17,NA,2023,16
"17330",17330,"Apr 30-May 1","International GymSport","AA",NA,9.8,7.9,NA,NA,"Maria Calisto","Portugal",2007-01-17,NA,2023,16
"17331",17331,"Apr 27-28","International GymSport","EF",NA,9.85,10.825,NA,NA,"Maria Calisto","Portugal",2007-01-17,NA,2022,16
"17332",17332,"Apr 27-28","International GymSport","AA",12.3,10.5,11,11.35,45.15,"Maria Calisto","Portugal",2007-01-17,NA,2022,16
"17333",17333,"Apr 21-25","European Championships","QF",13.033,11.466,10.833,11.533,46.865,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2022,18
"17334",17334,"Sep 26-28","Mediterranean Championships","AA",NA,9.633,NA,NA,NA,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17335",17335,"Jul 20-28","European Youth Olympic Festival","QF",11.8,10.7,11.2,11.4,45.1,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17336",17336,"Jun 24-30","Junior World Championships","AA",12.766,11.5,9.7,11.666,45.632,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17337",17337,"9-Jun","Portuguese Super Finals","EF",13.425,10.6,11.1,11.95,NA,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17338",17338,"11-May","Portuguese Championships","AA",12.85,11.7,11.8,11.9,48.25,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17339",17339,"Apr 27-28","International GymSport","EF",NA,10.8,NA,NA,NA,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17340",17340,"Apr 27-28","International GymSport","AA",13,11.25,10.95,10.85,46.05,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2021,18
"17341",17341,"Sep 19-23","Junior Mediterranean Championships","AA",12.45,6.667,11.067,11.7,41.883,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2019,18
"17342",17342,"May 5-6","International GymSport","AA",NA,11.6,9.45,11.75,NA,"Francisca Billwiller Cancela","Portugal",2005-04-17,NA,2019,18
"17343",17343,"27-Oct","Brabant Trophy","AA",12.75,NA,11.9,12.2,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17344",17344,"Oct 4-13","World Championships","QF",13,11.533,12.1,11.866,48.499,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17345",17345,"Sep 19-22","Guimaraes Challenge Cup","EF",NA,NA,11.7,11.75,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17346",17346,"Sep 19-22","Guimaraes Challenge Cup","QF",NA,NA,11.2,12.25,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17347",17347,"Sep 14-15","Paris Challenge Cup","QF",NA,10.7,11,NA,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17348",17348,"9-Jun","Portuguese Super Finals","EF",13.2,10.6,11.25,12,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17349",17349,"11-May","Portuguese Championships","AA",13.2,11.5,12.9,12,49.6,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17350",17350,"Apr 27-28","International GymSport","EF",NA,NA,NA,12.375,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17351",17351,"Apr 27-28","International GymSport","AA",12.5,10.6,10.95,12.4,46.45,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17352",17352,"Apr 10-14","European Championships","QF",12.9,10.133,9.833,10.966,43.832,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17353",17353,"Mar 15-17","DTB Team Challenge","AA",13.2,10.95,10.05,12,46.2,"Beatriz Cardoso","Portugal",2003-01-18,NA,2021,20
"17354",17354,"Oct 6-18","Youth Olympic Games","QF",13.066,11.1,9.766,11.2,45.132,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17355",17355,"Sep 19-23","Junior Mediterranean Championships","EF",12.867,9.733,9.2,NA,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17356",17356,"Sep 19-23","Junior Mediterranean Championships","AA",12.9,11.833,12,11.333,48.067,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17357",17357,"Aug 2-12","European Championships","QF",13.1,10.633,11.266,11.633,46.632,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17358",17358,"20-May","Portuguese Championships","AA",13.3,12,11.2,11.75,48.25,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17359",17359,"23-Jun","Youth Olympic Games Qualifier","AA",13.2,11.3,10.366,11.866,46.732,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17360",17360,"May 5-6","International GymSport","EF",12.763,11.65,NA,12.05,NA,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17361",17361,"May 5-6","International GymSport","AA",13.1,11.8,12.05,12.2,49.15,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17362",17362,"21-Apr","Austrian Team Open","AA",13.15,11.9,8.9,11.75,45.7,"Beatriz Cardoso","Portugal",2003-01-18,NA,2019,20
"17363",17363,"Jul 23-30","European Youth Olympic Festival","QF",11.95,10,8.15,9.5,39.6,"Beatriz Cardoso","Portugal",2003-01-18,NA,2018,20
"17364",17364,"May 20-21","International GymSport","AA",12.8,9.45,11.5,11.2,44.95,"Beatriz Cardoso","Portugal",2003-01-18,NA,2018,20
"17365",17365,"6-May","Portuguese Championships","AA",13.05,9.4,11.65,11.25,45.35,"Beatriz Cardoso","Portugal",2003-01-18,NA,2018,20
"17366",17366,"Jun 26-29","Mediterranean Games","QF",12.25,11.4,10.55,11.2,45.4,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2023,18
"17367",17367,"21-May","Portuguese Championships","AA",12.1,10.4,12.5,11.8,46.8,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2023,18
"17368",17368,"Apr 30-May 1","International GymSport","EF",NA,NA,10.675,NA,NA,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2023,18
"17369",17369,"Apr 30-May 1","International GymSport","AA",11.75,10.4,11.75,11.2,45.1,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2023,18
"17370",17370,"2-Oct","1st Bundesliga","AA",11.75,8.1,11.9,11.6,43.35,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2022,18
"17371",17371,"Nov 9-10","Gymnova Cup","EF",NA,NA,10.4,NA,NA,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17372",17372,"Nov 9-10","Gymnova Cup","AA",11.85,10.267,11.65,11.35,45.117,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17373",17373,"Jul 20-28","European Youth Olympic Festival","QF",11.9,10.35,10.85,11.2,44.3,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17374",17374,"9-Jun","Portuguese Super Finals","EF",11.675,10.3,11.25,11.8,NA,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17375",17375,"11-May","Portuguese Championships","AA",12.2,10.45,11.15,11.3,45.1,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17376",17376,"Apr 27-28","International GymSport","EF",NA,NA,10.1,NA,NA,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17377",17377,"Apr 27-28","International GymSport","AA",11.7,9.7,11.95,11.25,44.6,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2021,18
"17378",17378,"Nov 9-10","Gymnova Cup","AA",12.2,7.9,10.6,10.8,41.5,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2019,18
"17379",17379,"May 5-6","International GymSport","EF",11.763,11.45,13,NA,NA,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2019,18
"17380",17380,"May 5-6","International GymSport","AA",12.55,11.85,12.7,11.3,48.4,"Mafalda Correia de Costa","Portugal",2005-04-27,NA,2019,18
"17381",17381,"22-Nov","Portuguese Open","AA",13.1,NA,NA,NA,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2021,21
"17382",17382,"Nov 9-10","Gymnova Cup","AA",12.6,11.2,9.533,12.3,45.633,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17383",17383,"Sep 19-22","Guimaraes Challenge Cup","EF",12.425,NA,NA,NA,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17384",17384,"Sep 19-22","Guimaraes Challenge Cup","QF",12.15,10.55,NA,NA,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17385",17385,"9-Jun","Portuguese Super Finals","EF",12.625,12.15,11,12.25,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17386",17386,"11-May","Portuguese Championships","AA",12.25,11.35,11.7,11.95,47.25,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17387",17387,"Apr 27-28","International GymSport","EF",12.738,NA,NA,NA,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17388",17388,"Apr 27-28","International GymSport","AA",12.65,10.85,10.2,11.25,44.95,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17389",17389,"Mar 15-17","DTB Team Challenge","AA",12.35,10.3,8.65,11.65,42.95,"Rafaela Ferreira","Portugal",2002-04-15,NA,2020,21
"17390",17390,"Nov 9-10","Gymnova Cup","EF",NA,NA,10.15,12,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17391",17391,"Nov 9-10","Gymnova Cup","AA",12.333,10.067,11.367,12.067,45.833,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17392",17392,"Sep 21-23","Szombathely Challenge Cup","QF",NA,NA,NA,9.65,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17393",17393,"20-May","Portuguese Championships","AA",12.75,11.2,10.15,11.5,45.6,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17394",17394,"May 5-6","International GymSport","EF",NA,10.475,NA,11.825,NA,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17395",17395,"May 5-6","International GymSport","AA",12.25,10.75,8.85,11.75,43.6,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17396",17396,"21-Apr","Austrian Team Open","AA",12.3,10.85,11.25,10.6,45,"Rafaela Ferreira","Portugal",2002-04-15,NA,2019,21
"17397",17397,"Jul 23-30","European Youth Olympic Festival","QF",12.15,8.8,9.85,11.55,42.35,"Rafaela Ferreira","Portugal",2002-04-15,NA,2018,21
"17398",17398,"May 20-21","International GymSport","AA",12.4,9.95,10.6,11.95,44.9,"Rafaela Ferreira","Portugal",2002-04-15,NA,2018,21
"17399",17399,"6-May","Portuguese Championships","AA",12.65,10.8,10.7,12.05,46.2,"Rafaela Ferreira","Portugal",2002-04-15,NA,2018,21
"17400",17400,"Jun 1-5","European Championships","QF",12.466,7.166,11.4,11.566,42.598,"Rafaela Ferreira","Portugal",2002-04-15,NA,2017,21
"17401",17401,"9-Jun","Portuguese Super Finals","EF",13.025,9.25,11.65,12.1,NA,"Mariana Marianito","Portugal",2000-12-12,NA,2022,23
"17402",17402,"11-May","Portuguese Championships","AA",13.1,10.85,11.7,12.6,48.25,"Mariana Marianito","Portugal",2000-12-12,NA,2022,23
"17403",17403,"Apr 27-28","International GymSport","EF",NA,10.95,10.8,12.375,NA,"Mariana Marianito","Portugal",2000-12-12,NA,2022,23
"17404",17404,"Apr 27-28","International GymSport","AA",12.55,11.45,12.3,12.25,48.55,"Mariana Marianito","Portugal",2000-12-12,NA,2022,23
"17405",17405,"Mar 15-17","DTB Team Challenge","AA",12.75,9.85,11.9,12.3,46.8,"Mariana Marianito","Portugal",2000-12-12,NA,2022,23
"17406",17406,"Oct 25-Nov 3","World Championships","QF",12.666,10.266,9.966,12.2,45.098,"Mariana Marianito","Portugal",2000-12-12,NA,2019,23
"17407",17407,"Sep 21-23","Szombathely Challenge Cup","EF",NA,NA,NA,12.45,NA,"Mariana Marianito","Portugal",2000-12-12,NA,2019,23
"17408",17408,"Sep 21-23","Szombathely Challenge Cup","QF",NA,NA,11.05,12.65,NA,"Mariana Marianito","Portugal",2000-12-12,NA,2019,23
"17409",17409,"Aug 2-12","European Championships","QF",12.733,NA,10.566,12.066,NA,"Mariana Marianito","Portugal",2000-12-12,NA,2019,23
"17410",17410,"20-May","Portuguese Championships","AA",13.3,10.95,11.3,11.9,47.45,"Mariana Marianito","Portugal",2000-12-12,NA,2019,23
