Date,Competition,,VT,UB,BB,FX,AA,Full_Name,Nation,Birthdate,comp_year,Comp_Year
16-Dec,Top 12 Series 2,AA,,10.4,13.5,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
2-Dec,Top 12 Series 1,AA,,12.05,,13.1,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Oct 12-16,VTB Cup,EF,,11.5,,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Aug 19-29,Summer Universiade,EF,,,,11.8,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Aug 19-29,Summer Universiade,QF,,12.85,12.6,13.85,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Jun 3-4,Gym Festival Trnava,EF,13.500*,,13.467,13,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Jun 3-4,Gym Festival Trnava,AA,14,12.833,13.4,12.433,52.666,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Mar 1-5,Russian Championships,EF,12.716*,13.4,,12.733,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Mar 1-5,Russian Championships,AA,13.7,13.333,12.733,13.5,53.266,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Mar 1-5,Russian Championships,QF,13.7,13.033,11.633,13.466,51.832,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2018
Dec 19-21,Voronin Cup,EF,,12.7,14.967,13.5,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2017
Dec 19-21,Voronin Cup,AA,14.1,13.667,14.8,14.2,56.767,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2017
May 7-8,1st Bundesliga,AA,13.55,10.55,13.15,12.25,49.5,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2017
Apr 4-10,Russian Championships,AA,13.733,13.767,12.867,13.5,53.867,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2017
Apr 4-10,Russian Championships,QF,13.467,13.733,13.2,13.233,53.633,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2017
Dec 14-16,Voronin Cup,AA,13.2,13,13.2,12.55,51.95,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Sep 16-20,Russian Cup,AA,,,,13.033,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Sep 16-20,Russian Cup,AA,14.1,13.8,13.9,14.133,55.933,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Jul 3-14,Summer Universiade,EF,14.000*,,,14.133,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Jul 3-14,Summer Universiade,AA,14.1,11.733,13.533,13.7,53.066,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Jul 3-14,Summer Universiade,QF,13.8,13.5,12.05,13.8,53.15,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Mar 29-Apr 5,Russian Championships,EF,,,13,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Mar 29-Apr 5,Russian Championships,AA,14.233,13.033,13.8,13.3,54.066,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Mar 29-Apr 5,Russian Championships,QF,,,14.267,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2016
Aug 25-31,Russian Cup,EF,,,12.6,14,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Aug 25-31,Russian Cup,AA,13.7,13.633,13.633,14.467,55.433,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Aug 25-31,Russian Cup,QF,13.2,12.367,11.967,13.333,50.867,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Apr 3-6,Russian Championships,EF,,,12.733,,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Apr 3-6,Russian Championships,AA,13.7,13.833,13.8,12.3,53.633,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Apr 3-6,Russian Championships,TF,,,13.3,13.5,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2015
Aug 17-21,Russian Cup,EF,,,,13.025,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2014
Aug 17-21,Russian Cup,AA,13.8,12.2,12.166,12.9,51.066,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2014
Mar 22-25,Cottbus Challenge Cup,EF,,,,12.175,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2013
Mar 22-25,Cottbus Challenge Cup,QF,,13.125,10.175,13.15,,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2013
Jan 10-18,Olympic Test Event,AA,12.733,13.333,12.333,13.166,51.565,Daria Elizarova,"Russia, formerly Uzbekistan",28-Jan-91,,2013
7-Dec,Voronin Cup,AA,13.1,12.533,13.366,12.566,51.565,Elena Gerasimova,Russia,21-Jun-04,,2023
Sep 26-Oct 2,Spartakiade,QF,,13.433,12.9,,,Elena Gerasimova,Russia,21-Jun-04,,2023
Jul 6-10,Russian Cup,AA,12.4,,,,,Elena Gerasimova,Russia,21-Jun-04,,2023
Jul 6-10,Russian Cup,QF,13.066,13.8,14.3,12.2,53.366,Elena Gerasimova,Russia,21-Jun-04,,2023
Apr 6-10,Russian Championships,EF,,13.933,14.2,,,Elena Gerasimova,Russia,21-Jun-04,,2023
Apr 6-10,Russian Championships,AA,13.166,13.933,14.133,12.866,54.098,Elena Gerasimova,Russia,21-Jun-04,,2023
Apr 6-10,Russian Championships,QF,12.666,13.8,12.6,12.166,51.232,Elena Gerasimova,Russia,21-Jun-04,,2023
Jul 23-Aug 8,Olympic Games,QF,13.466,13.233,13.766,12.333,52.798,Elena Gerasimova,Russia,21-Jun-04,,2022
Jun 6-12,Russian Cup,EF,,13.3,13.333,,,Elena Gerasimova,Russia,21-Jun-04,,2022
Jun 6-12,Russian Cup,AA,13.4,12.766,14.266,13.1,53.532,Elena Gerasimova,Russia,21-Jun-04,,2022
Jun 6-12,Russian Cup,QF,13.366,14.2,13.966,12.766,54.298,Elena Gerasimova,Russia,21-Jun-04,,2022
Apr 21-25,European Championships,QF,13.266,13.8,11.6,11.833,50.499,Elena Gerasimova,Russia,21-Jun-04,,2022
Mar 10-14,Russian Championships,EF,,,14.266,12.333,,Elena Gerasimova,Russia,21-Jun-04,,2022
Mar 10-14,Russian Championships,AA,13.3,13.633,14.266,13.1,54.299,Elena Gerasimova,Russia,21-Jun-04,,2022
Mar 10-14,Russian Championships,QF,13.266,13.566,14.266,13.2,54.298,Elena Gerasimova,Russia,21-Jun-04,,2022
8-Nov,Friendship & Solidarity Meet,AA,,12.9,12.8,,,Elena Gerasimova,Russia,21-Jun-04,,2021
Nov 30-Dec 1,Top Gym Tournament,EF,,,13.2,,,Elena Gerasimova,Russia,21-Jun-04,,2020
Nov 30-Dec 1,Top Gym Tournament,AA,13.35,11.65,13.7,12.8,51.5,Elena Gerasimova,Russia,21-Jun-04,,2020
Aug 23-27,Russian Cup,EF,,,14.3,13.633,,Elena Gerasimova,Russia,21-Jun-04,,2020
Aug 23-27,Russian Cup,AA,13.366,13.833,13.566,13.4,54.165,Elena Gerasimova,Russia,21-Jun-04,,2020
Aug 23-27,Russian Cup,QF,13.433,12.5,14.2,13.567,53.7,Elena Gerasimova,Russia,21-Jun-04,,2020
Jun 24-30,Junior World Championships,EF,,,14.2,13.533,,Elena Gerasimova,Russia,21-Jun-04,,2020
Jun 24-30,Junior World Championships,AA,13.233,14.133,13.566,13.633,54.565,Elena Gerasimova,Russia,21-Jun-04,,2020
May 13-18,Russian Junior Championships,EF,,13.966,14.433,13.234,,Elena Gerasimova,Russia,21-Jun-04,,2020
May 13-18,Russian Junior Championships,AA,13.4,14.2,13.367,13.567,54.534,Elena Gerasimova,Russia,21-Jun-04,,2020
May 13-18,Russian Junior Championships,QF,13.566,12.866,14.5,13.7,54.632,Elena Gerasimova,Russia,21-Jun-04,,2020
Mar 2-3,City of Jesolo Trophy,EF,,14.1,13.7,,,Elena Gerasimova,Russia,21-Jun-04,,2020
Mar 2-3,City of Jesolo Trophy,AA,13.333,14.067,14.1,13.5,55,Elena Gerasimova,Russia,21-Jun-04,,2020
Dec 12-13,Voronin Cup,EF,,,14.625,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Dec 12-13,Voronin Cup,AA,,12.575,12.975,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Nov 16-18,Elite Gym Massilia,EF,,,13.833,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Nov 16-18,Elite Gym Massilia,AA,12.9,11.4,12.15,12.25,48.7,Elena Gerasimova,Russia,21-Jun-04,,2019
Jun 27-30,Russian Junior Championships,EF,,13.666,,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Jun 27-30,Russian Junior Championships,AA,13.133,13.9,13.633,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Jun 27-30,Russian Junior Championships,QF,12.833,13.733,13.8,13.133,53.499,Elena Gerasimova,Russia,21-Jun-04,,2019
Apr 14-15,City of Jesolo Trophy,EF,,,12.033,,,Elena Gerasimova,Russia,21-Jun-04,,2019
Apr 14-15,City of Jesolo Trophy,AA,12.8,12.333,13.5,12.667,51.3,Elena Gerasimova,Russia,21-Jun-04,,2019
Mar 9-11,International Gymnix,EF,,13.7,11.6,13.3,,Elena Gerasimova,Russia,21-Jun-04,,2019
Mar 9-11,International Gymnix,AA,13.4,13.3,12.634,13.934,53.268,Elena Gerasimova,Russia,21-Jun-04,,2019
Dec 19-20,Voronin Cup,AA,12.775,13.5,13.075,12.75,52.1,Elena Gerasimova,Russia,21-Jun-04,,2018
Apr 5-8,Russian Junior Championships,EF,12.683*,,13.633,13.133,,Elena Gerasimova,Russia,21-Jun-04,,2018
Apr 5-8,Russian Junior Championships,AA,,,,,52.598,Elena Gerasimova,Russia,21-Jun-04,,2018
Apr 5-8,Russian Junior Championships,QF,12.9,11.666,13.67,13.1,51.336,Elena Gerasimova,Russia,21-Jun-04,,2018
Mar 10-12,International Gymnix,EF,,13.2,,,,Elena Gerasimova,Russia,21-Jun-04,,2018
Mar 10-12,International Gymnix,AA,12.734,13.134,12.634,12.667,51.169,Elena Gerasimova,Russia,21-Jun-04,,2018
7-Dec,Voronin Cup,AA,12.9,14.666,13.966,13.166,54.698,Alyona Glotova,Russia,12-Aug-05,,2023
Sep 26-Oct 2,Spartakiade,EF,,14.266,,11.966,,Alyona Glotova,Russia,12-Aug-05,,2023
Sep 26-Oct 2,Spartakiade,AA,12.933,14.666,14.133,13.666,55.398,Alyona Glotova,Russia,12-Aug-05,,2023
Sep 26-Oct 2,Spartakiade,QF,13.433,14.2,13.433,13.766,54.832,Alyona Glotova,Russia,12-Aug-05,,2023
Jul 6-10,Russian Cup,EF,12.499*,,13,13.3,,Alyona Glotova,Russia,12-Aug-05,,2023
Jul 6-10,Russian Cup,AA,12.9,12.3,12.9,12.166,50.266,Alyona Glotova,Russia,12-Aug-05,,2023
Jul 6-10,Russian Cup,QF,13.166,12.4,13.166,13.566,52.298,Alyona Glotova,Russia,12-Aug-05,,2023
Apr 6-10,Russian Championships,EF,12.616*,,13.266,13.466,,Alyona Glotova,Russia,12-Aug-05,,2023
Apr 6-10,Russian Championships,AA,12.866,12.733,12.3,13.3,51.199,Alyona Glotova,Russia,12-Aug-05,,2023
Apr 6-10,Russian Championships,QF,12.933,12.6,13.166,13.4,52.099,Alyona Glotova,Russia,12-Aug-05,,2023
Mar 10-14,Russian Championships,AA,13.066,11.8,13.533,12.8,51.199,Alyona Glotova,Russia,12-Aug-05,,2022
Mar 10-14,Russian Championships,QF,13.133,11.566,12.566,12.966,50.231,Alyona Glotova,Russia,12-Aug-05,,2022
Feb 8-12,Russian Federal Championships,EF,12.850*,11.433,13.633,,,Alyona Glotova,Russia,12-Aug-05,,2022
Feb 8-12,Russian Federal Championships,AA,12.5,11.6,13.266,13.666,51.032,Alyona Glotova,Russia,12-Aug-05,,2022
Feb 8-12,Russian Federal Championships,QF,13.2,12.866,12.466,12.1,50.632,Alyona Glotova,Russia,12-Aug-05,,2022
Nov 4-8,Russian Championships,EF,12.900*,12.433,12.8,,,Alyona Glotova,Russia,12-Aug-05,,2021
Nov 4-8,Russian Championships,AA,13.1,12.3,12.1,12.9,50.4,Alyona Glotova,Russia,12-Aug-05,,2021
Nov 4-8,Russian Championships,QF,13.066,11.766,12.5,12.233,49.565,Alyona Glotova,Russia,12-Aug-05,,2021
May 13-18,Russian Junior Championships,EF,,,,11.9,,Alyona Glotova,Russia,12-Aug-05,,2020
May 13-18,Russian Junior Championships,AA,12.666,12.466,12.9,12.9,50.932,Alyona Glotova,Russia,12-Aug-05,,2020
May 13-18,Russian Junior Championships,QF,12.666,10.833,11.867,13.367,48.733,Alyona Glotova,Russia,12-Aug-05,,2020
Jun 27-30,Russian Junior Championships,EF,11.966*,11.7,,12.433,,Alyona Glotova,Russia,12-Aug-05,,2019
Jun 27-30,Russian Junior Championships,AA,13.033,11.766,11.7,12.566,49.065,Alyona Glotova,Russia,12-Aug-05,,2019
Jun 27-30,Russian Junior Championships,QF,12.8,11.6,11.433,12.866,48.699,Alyona Glotova,Russia,12-Aug-05,,2019
Sep 26-Oct 2,Spartakiade,EF,,14.433,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2023
Sep 26-Oct 2,Spartakiade,QF,,14.6,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2023
Jul 6-10,Russian Cup,EF,,13.1,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2023
Jul 6-10,Russian Cup,QF,,14.633,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2023
Jul 23-Aug 8,Olympic Games,EF,,14.833,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Jul 23-Aug 8,Olympic Games,QF,,14.966,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Jun 6-12,Russian Cup,EF,,14.933,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Jun 6-12,Russian Cup,AA,,14.8,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Jun 6-12,Russian Cup,QF,,14.866,12.433,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Mar 10-14,Russian Championships,EF,,13.6,12.533,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Mar 10-14,Russian Championships,QF,,14.9,13.4,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2022
Nov 4-8,Russian Championships,EF,,14.766,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2021
Nov 4-8,Russian Championships,QF,,14.6,11.8,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2021
Mar 12-13,Baku World Cup,QF,,14.766,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2021
Feb 20-23,Melbourne World Cup,EF,,13.1,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2021
Feb 20-23,Melbourne World Cup,QF,,14.8,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2021
Nov 21-24,Cottbus World Cup,EF,,13.833,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Nov 21-24,Cottbus World Cup,QF,,14.533,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Aug 23-27,Russian Cup,EF,,13.3,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Aug 23-27,Russian Cup,QF,,13.3,10.6,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Jun 27-30,European Games,QF,,14.3,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Apr 10-14,European Championships,EF,,14.833,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Apr 10-14,European Championships,QF,,14.133,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 20-23,Doha World Cup,EF,,14.7,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 20-23,Doha World Cup,QF,,14.633,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 14-17,Baku World Cup,EF,,14.133,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 14-17,Baku World Cup,QF,,14.466,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 4-10,Russian Championships,EF,,14.433,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 4-10,Russian Championships,QF,,14.533,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Mar 4-10,Russian Championships,,,,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2020
Jun 27-30,Russian Cup,EF,,13.1,12.3,13.133,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Jun 27-30,Russian Cup,AA,13.566,13.4,12.233,12.633,51.832,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Jun 27-30,Russian Cup,QF,13.566,15.3,12.866,12.966,54.698,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Apr 18-22,Russian Championships,EF,,11.433,12.2,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Apr 18-22,Russian Championships,AA,13.633,13.433,12.466,12.4,51.932,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Apr 18-22,Russian Championships,QF,13.7,14.366,13.166,13.066,54.298,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Apr 14-15,City of Jesolo Trophy,EF,,14.6,11.1,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Apr 14-15,City of Jesolo Trophy,AA,13.767,14.533,13.4,12.867,54.567,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Mar 16-18,DTB Pokal Team Challenge,AA,13.4,12.4,10,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2019
Dec 19-20,Voronin Cup,AA,,12.65,12.65,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Nov 17-19,Elite Gym Massilia,AA,13.6,11.55,12.25,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Oct 2-8,World Championships,EF,,14.9,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Oct 2-8,World Championships,QF,,15.066,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Aug 21-27,Russian Cup,EF,,15.275,14.15,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Aug 21-27,Russian Cup,QF,,14.7,13.9,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
May 18-21,Osijek Challenge Cup,EF,,14.2,13.333,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
May 18-21,Osijek Challenge Cup,QF,,14.3,13.25,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Mar 1-5,Russian Championships,EF,,14.4,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Mar 1-5,Russian Championships,QF,,14.633,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2018
Nov 11-13,Elite Gym Massilia,EF,,14.4,14.133,13.833,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Nov 11-13,Elite Gym Massilia,AA,14.1,14.95,13.55,13.95,56.55,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Jun 1-5,European Championships,EF,,14.766,14.4,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Jun 1-5,European Championships,AA,13,14.3,11.7,13.433,52.433,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Jun 1-5,European Championships,QF,14.033,14.6,14.283,13.133,56.049,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Apr 4-10,Russian Championships,EF,14.150*,14.6,12.433,13.8,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Apr 4-10,Russian Championships,AA,13.967,15,14.967,13.467,57.401,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Apr 4-10,Russian Championships,QF,14.067,15.267,14.433,14.1,57.867,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Mar 3-6,International Gymnix,EF,,14.3,12.775,13.55,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Mar 3-6,International Gymnix,AA,14.175,13.25,14.1,13.7,55.225,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2017
Sep 22-23,Junior Japan International,EF,,15.166,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Sep 22-23,Junior Japan International,AA,13.6,14.85,11,13.15,52.6,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Jul 26-Aug 1,European Youth Olympic Festival,EF,,14.7,11.75,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Jul 26-Aug 1,European Youth Olympic Festival,AA,13.8,14.65,13.65,13.4,55.5,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Jul 26-Aug 1,European Youth Olympic Festival,QF,13.75,14.65,13.5,13.15,55.05,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Mar 5-8,International Gymnix,EF,,14.15,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Mar 5-8,International Gymnix,AA,,13.15,,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2016
Dec 16-17,Voronin Cup,EF,13.750*,,13.1,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2015
Dec 16-17,Voronin Cup,AA,13.7,13.8,14.35,13.4,55.25,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2015
Mar 6-9,International Gymnix,EF,13.987*,,13.875,,,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2015
Mar 6-9,International Gymnix,AA,13.7,13.65,13.775,12.65,53.775,Anastasia Andreyevna Iliankova,Russia,26-May-01,,2015
Apr 6-10,Russian Championships,EF,12.966*,13.766,14.066,13.333,,Anna Kalmykova,Russia,22-Aug-08,,2023
Apr 6-10,Russian Championships,AA,13.333,11.366,13.3,13.6,51.599,Anna Kalmykova,Russia,22-Aug-08,,2023
Apr 6-10,Russian Championships,QF,13.133,13.433,13.5,13.666,53.732,Anna Kalmykova,Russia,22-Aug-08,,2023
Apr 1-4,Russian Junior Championships,EF,13.610*,13.02,14.36,13.54,,Anna Kalmykova,Russia,22-Aug-08,,2022
Apr 1-4,Russian Junior Championships,AA,13.58,12.98,13.96,13.66,54.18,Anna Kalmykova,Russia,22-Aug-08,,2022
Apr 1-4,Russian Junior Championships,QF,13.64,13.06,12.62,13.44,52.76,Anna Kalmykova,Russia,22-Aug-08,,2022
Jan 31-Feb 2,WOGA Classic,AA,13.4,12.15,12.7,13.05,51.3,Anna Kalmykova,Russia,22-Aug-08,,2021
9-Feb,WOGA Classic,AA,12.55,11.65,12.7,11.15,48.05,Anna Kalmykova,Russia,22-Aug-08,,2020
2-Feb,Reykjavik International Games,AA,12.4,11.3,11.6,12.5,47.8,Anna Kalmykova,Russia,22-Aug-08,,2020
Nov 29-30,Voronin Cup,AA,,12.9,,,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Aug 23-27,Russian Cup,EF,12.066,,,,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Aug 23-27,Russian Cup,AA,12.966,12.8,11.333,10.666,47.765,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Aug 23-27,Russian Cup,QF,13.233,12.267,8.1,11.567,45.167,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Mar 4-10,Russian Championships,AA,13.466,13.066,12.366,11.133,50.031,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Mar 4-10,Russian Championships,QF,13.4,12.966,11.633,12.7,50.699,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2021
Dec 12-13,Voronin Cup,EF,,13.275,,13.075,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2019
Dec 12-13,Voronin Cup,AA,13.25,12.575,11.075,12.825,49.725,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2019
Jun 27-30,Russian Cup,EF,,12.433,,,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2019
Jun 27-30,Russian Cup,AA,13.466,12.5,11.533,11.866,49.365,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2019
Jun 27-30,Russian Cup,QF,13.333,13.1,12.3,12.133,50.866,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2019
Aug 21-27,Russian Cup,EF,,13.1,,,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Aug 21-27,Russian Cup,AA,13.1,13.775,12.25,12.55,51.675,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Aug 21-27,Russian Cup,QF,13.65,12.7,11.85,11.45,49.65,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Apr 19-23,European Championships,AA,13.6,14.1,11.9,13.166,52.766,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Apr 19-23,European Championships,QF,13.566,13.866,12.5,12.966,52.898,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Apr 1-2,City of Jesolo Trophy,AA,13.5,13.55,13.35,12.5,52.9,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Mar 17-19,DTB Pokal Team Challenge,TF,13.55,14.25,13.45,13.5,54.75,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Mar 17-19,DTB Pokal Team Challenge,QF,13.55,14.25,13,13.05,53.85,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Mar 1-5,Russian Championships,EF,,14.7,,13.066,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Mar 1-5,Russian Championships,AA,13.633,14.333,13.7,13.133,54.799,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Mar 1-5,Russian Championships,QF,13.5,14.4,12.466,13.066,53.432,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2018
Jun 27-Jul 3,Russian Cup,EF,,15.333,,13.867,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Jun 27-Jul 3,Russian Cup,AA,13.9,15.35,13.925,13.025,56.2,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Jun 27-Jul 3,Russian Cup,QF,13.875,14.425,12.3,13.55,54.15,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Apr 28-May 1,Osijek World Challenge Cup,EF,,14.45,,14.1,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Apr 28-May 1,Osijek World Challenge Cup,QF,,15,,14,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Apr 4-10,Russian Championships,EF,,14.933,,14.067,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Apr 4-10,Russian Championships,AA,14.067,15.033,12.6,13.733,55.433,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Apr 4-10,Russian Championships,TF,14.1,15.567,13.3,14.667,57.634,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Mar 18-20,DTB Team Challenge,TF,14.166,15.133,14.033,13.533,56.865,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Mar 18-20,DTB Team Challenge,QF,13.9,14.8,14.3,13.3,56.3,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2017
Dec 14-16,Voronin Cup,EF,,15.066,13.866,13.766,,Natalia Andreyevna Kapitonova,Russia,31-May-00,,2016
